¿ ¿ FIA 1.0
Quién quién PT0CS000 1.0
no no RN 1.0
recuerda recordar VMIP3S0 1.0
la el DA0FS0 1.0
espada espada NCFS000 1.0
del del SPCMS 1.0
Rey_Arturo Rey_Arturo NP00000 1.0
en en SPS00 1.0
Excalibur Excalibur NP00000 1.0
, , FC 1.0
la el DA0FS0 1.0
célebre célebre AQ0CS0 1.0
adaptación adaptación NCFS000 1.0
al al SPCMS 1.0
cine cine NCMS000 1.0
de de SPS00 1.0
John_Boorman John_Boorman NP00000 1.0
? ? FIT 1.0
. . FP 1.0
Los el DA0MP0 1.0
estudios estudio NCMP000 1.0
de de SPS00 1.0
Hollywood Hollywood NP00000 1.0
encargaron encargar VMIS3P0 1.0
a a SPS00 1.0
un uno DI0MS0 1.0
taller taller NCMS000 1.0
de de SPS00 1.0
Toledo Toledo NP00000 1.0
la el DA0FS0 1.0
elaboración elaboración NCFS000 1.0
de de SPS00 1.0
la el DA0FS0 1.0
espada espada NCFS000 1.0
, , FC 1.0
que que PR0CN000 1.0
no no RN 1.0
era ser VSII3S0 1.0
de de SPS00 1.0
hierro hierro NCMS000 1.0
, , FC 1.0
sino sino CC 1.0
de de SPS00 1.0
latón latón NCMS000 1.0
. . FP 1.0
El el DA0MS0 1.0
mismo mismo DI0MS0 1.0
latón latón NCMS000 1.0
que que PR0CN000 1.0
se se P0000000 1.0
utiliza utilizar VMIP3S0 1.0
para para SPS00 1.0
fabricar fabricar VMN0000 1.0
las el DA0FP0 1.0
monedas moneda NCFP000 1.0
de de SPS00 1.0
peseta peseta NCFS000 1.0
o o CC 1.0
de de SPS00 1.0
duro duro NCMS000 1.0
, , FC 1.0
y y CC 1.0
que que PR0CN000 1.0
ahora ahora RG 1.0
se se P0000000 1.0
usará usar VMIF3S0 1.0
también también RG 1.0
con con SPS00 1.0
el el DA0MS0 1.0
euro euro NCMS000 1.0
, , FC 1.0
con con SPS00 1.0
una uno DI0FS0 1.0
aleación aleación NCFS000 1.0
que que PR0CN000 1.0
es ser VSIP3S0 1.0
uno uno PI0MS000 1.0
de de SPS00 1.0
los el DA0MP0 1.0
secretos secreto NCMP000 1.0
mejor mejor RG 1.0
guardados guardado AQ0MPP 1.0
por por SPS00 1.0
el el DA0MS0 1.0
Tesoro Tesoro NP00000 1.0
. . FP 1.0
Ese ese DD0MS0 1.0
latón latón NCMS000 1.0
es ser VSIP3S0 1.0
la el DA0FS0 1.0
materia_prima materia_prima NCFS000 1.0
del del SPCMS 1.0
negocio negocio NCMS000 1.0
de de SPS00 1.0
Metales_y_Derivados Metales_y_Derivados NP00000 1.0
, , FC 1.0
empresa empresa NCFS000 1.0
familiar familiar AQ0CS0 1.0
catalana catalán AQ0FS0 1.0
del del SPCMS 1.0
grupo grupo NCMS000 1.0
Matosas Matosas NP00000 1.0
que que PR0CN000 1.0
trabaja trabajar VMIP3S0 1.0
también también RG 1.0
con con SPS00 1.0
acero acero NCMS000 1.0
y y CC 1.0
, , FC 1.0
sobre_todo sobre_todo RG 1.0
, , FC 1.0
con con SPS00 1.0
productos producto NCMP000 1.0
de de SPS00 1.0
cobre cobre NCMS000 1.0
. . FP 1.0
Metales_y_Derivados Metales_y_Derivados NP00000 1.0
nació nacer VMIS3S0 1.0
hace hacer VMIP3S0 1.0
más más RG 1.0
de de SPS00 1.0
50 50  1.0
años año NCMP000 1.0
en en SPS00 1.0
el el DA0MS0 1.0
seno seno NCMS000 1.0
de de SPS00 1.0
un uno DI0MS0 1.0
grupo grupo NCMS000 1.0
que que PR0CN000 1.0
aglutina aglutinar VMIP3S0 1.0
también también RG 1.0
empresas empresa NCFP000 1.0
como como CS 1.0
Regaber Regaber NP00000 1.0
- - FG 1.0
- - FG 1.0
dedicada dedicado AQ0FSP 1.0
a a SPS00 1.0
proyectos proyecto NCMP000 1.0
de de SPS00 1.0
riego riego NCMS000 1.0
y y CC 1.0
consumo consumo NCMS000 1.0
de de SPS00 1.0
agua agua NCFS000 1.0
- - FG 1.0
- - FG 1.0
e e CC 1.0
Industrias_Químicas_del_Vallès Industrias_Químicas_del_Vallès NP00000 1.0
( ( FPA 1.0
IQV IQV NP00000 1.0
) ) FPT 1.0
, , FC 1.0
filial filial NCFS000 1.0
que que PR0CN000 1.0
produce producir VMIP3S0 1.0
abonos abono NCMP000 1.0
derivados derivado AQ0MPP 1.0
de de SPS00 1.0
las el DA0FP0 1.0
sales sal NCFP000 1.0
de de SPS00 1.0
cobre cobre NCMS000 1.0
. . FP 1.0
Tras tras SPS00 1.0
pasar pasar VMN0000 1.0
unos uno DI0MP0 1.0
años año NCMP000 1.0
en en SPS00 1.0
número número NCMS000 1.0
rojos rojo AQ0MP0 1.0
, , FC 1.0
la el DA0FS0 1.0
empresa empresa NCFS000 1.0
volvió volver VMIS3S0 1.0
al al SPCMS 1.0
equilibrio equilibrio NCMS000 1.0
el el DA0MS0 1.0
pasado pasado AQ0MSP 1.0
ejercicio ejercicio NCMS000 1.0
y y CC 1.0
retomó retomar VMIS3S0 1.0
la el DA0FS0 1.0
senda senda NCFS000 1.0
del del SPCMS 1.0
crecimiento crecimiento NCMS000 1.0
, , FC 1.0
con con SPS00 1.0
una uno DI0FS0 1.0
