Código_Penal_Español_Aprobado_por_Ley_Orgánica código_penal_español_aprobado_por_ley_orgánica NP00000 1.0
10/1995 10/1995 Z 1.0
, , Fc 1.0
de de SP 0.9999614754213187
23_de_noviembre [??:23/11/??:??.??:??] W 1.0
. . Fp 1.0
Actualizado actualizar VMP00SM 1.0
a a SP 0.9987754021314622
diciembre_de_2007 [??:??/12/2007:??.??:??] W 1.0
. . Fp 1.0
Modificado modificar VMP00SM 1.0
por por SP 1.0
las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
orgánicas orgánico AQ0FP00 1.0
citadas citar VMP00PF 1.0
en en SP 1.0
la el DA0FS0 0.9892597806068348
nota nota NCFS000 0.8750000000000001
. . Fp 1.0
TITULO_PRELIMINAR titulo_preliminar NP00000 1.0
. . Fp 1.0
DE_LAS_GARANTÍAS_PENALES_Y_DE_LA_APLICACIÓN_DE_LA_LEY_PENAL de_las_garantías_penales_y_de_la_aplicación_de_la_ley_penal NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
1 1 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
No no RN 0.9992630556392992
será ser VSIF3S0 1.0
castigada castigar VMP00SF 1.0
ninguna ninguno DI0FS0 0.8293918918918919
acción acción NCFS000 1.0
ni ni CC 0.8348527349228612
omisión omisión NCFS000 1.0
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
esté estar VMSP3S0 0.49588477366255146
prevista prever VMP00SF 1.0
como como CS 0.9671530369867661
delito delito NCMS000 1.0
o o CC 0.9998636115657392
falta falta NCFS000 0.8097014925373133
por por SP 1.0
Ley ley NP00000 1.0
anterior anterior AQ0CS00 1.0
a a SP 0.9987754021314622
su su DP3CSN 1.0
perpetración perpetración NCFS000 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
medidas medida NCFP000 0.9990671641791044
de de SP 0.9999614754213187
seguridad seguridad NCFS000 1.0
sólo sólo RG 1.0
podrán poder VMIF3P0 1.0
aplicar aplicar VMN0000 1.0
se se P00CN00 0.494508864850837
cuando cuando CS 0.862979855568225
concurran concurrir VMSP3P0 0.9419636363636363
los el DA0MP0 0.9927281155389451
presupuestos presupuesto NCMP000 0.9878048780487805
establecidos establecer VMP00PM 1.0
previamente previamente RG 1.0
por por SP 1.0
la el DA0FS0 0.9892597806068348
Ley ley NP00000 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
2 2 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
No no RN 0.9992630556392992
será ser VSIF3S0 1.0
castigado castigar VMP00SM 1.0
ningún ninguno DI0MS0 1.0
delito delito NCMS000 1.0
ni ni CC 0.8348527349228612
falta falta NCFS000 0.8097014925373133
con con SP 1.0
pena pena NCFS000 0.9884393063583815
que que PR0CN00 0.5501392534733338
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
halle hallar VMSP3S0 0.6348634244037366
prevista prever VMP00SF 1.0
por por SP 1.0
Ley ley NP00000 1.0
anterior anterior AQ0CS00 1.0
a a SP 0.9987754021314622
su su DP3CSN 1.0
perpetración perpetración NCFS000 1.0
. . Fp 1.0
Carecerán carecer VMIF3P0 1.0
, , Fc 1.0
igualmente igualmente RG 1.0
, , Fc 1.0
de de SP 0.9999614754213187
efecto efecto NCMS000 1.0
retroactivo retroactivo AQ0MS00 1.0
las el DA0FP0 0.9881835086975967
Leyes leyes NP00000 1.0
que que CS 0.5501392534733338
establezcan establecer VMSP3P0 0.976190476190476
medidas medida NCFP000 0.9990671641791044
de de SP 0.9999614754213187
seguridad seguridad NCFS000 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
No_obstante no_obstante CC 1.0
, , Fc 1.0
tendrán tener VMIF3P0 1.0
efecto efecto NCMS000 1.0
retroactivo retroactivo AQ0MS00 1.0
aquellas aquel DD0FP0 0.8197674418604651
leyes ley NCFP000 1.0
penales penal AQ0CP00 0.6406609660814973
que que PR0CN00 0.5501392534733338
favorezcan favorecer VMSP3P0 0.9419636363636363
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
reo reo AQ0MS00 0.5247309583169236
, , Fc 1.0
aunque aunque CC 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
entrar entrar VMN0000 1.0
en en SP 1.0
vigor vigor NCMS000 1.0
hubiera haber VASI1S0 0.4990601503759398
recaído recaer VMP00SM 1.0
sentencia sentencia NCFS000 0.9722863741339492
firme firme AQ0CS00 0.48571428571428565
y y CC 0.9999892786688395
el el DA0MS0 1.0
sujeto sujeto NCMS000 0.6986301369863014
estuviese estar VASI1S0 0.32812495470859954
cumpliendo cumplir VMG0000 1.0
condena condena NCFS000 0.846153846153846
. . Fp 1.0
En_caso_de en_caso_de SP 1.0
duda duda NCFS000 0.7254901960784313
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
determinación determinación NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Ley ley NP00000 1.0
más más RG 0.9999299817952667
favorable favorable AQ0CS00 1.0
, , Fc 1.0
será ser VSIF3S0 1.0
oído oír VMP00SM 0.8225806451612903
el el DA0MS0 1.0
reo reo NCMS000 0.5247309583169236
. . Fp 1.0
Los el DA0MP0 0.9927281155389451
hechos hecho NCMP000 0.8482587064676617
cometidos cometer VMP00PM 0.5987483403242816
bajo bajo SP 0.9091787439613526
la el DA0FS0 0.9892597806068348
vigencia vigencia NCFS000 1.0
de de SP 0.9999614754213187
una uno DI0FS0 0.9519732400417357
Ley ley NP00000 1.0
temporal temporal AQ0CS00 0.8197674418604651
serán ser VSIF3P0 1.0
juzgados juzgar VMP00PM 0.5819672131147541
, , Fc 1.0
sin sin SP 1.0
embargo embargo NCMS000 0.9952830188679246
, , Fc 1.0
conforme_a conforme_a SP 1.0
ella él PP3FS00 1.0
, , Fc 1.0
salvo salvo SP 0.8506493506493507
que que CS 0.5501392534733338
se se P00CN00 0.494508864850837
disponga disponer VMSP3S0 0.6348634294385432
expresamente expresamente RG 1.0
lo el DA00S0 0.6651648430236716
contrario contrario NCMS000 0.7182539682539684
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
3 3 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
No no RN 0.9992630556392992
podrá poder VMIF3S0 1.0
ejecutar ejecutar VMN0000 1.0
se se P00CN00 0.494508864850837
pena pena NCFS000 0.9884393063583815
ni ni CC 0.8348527349228612
medida medida NCFS000 0.9667721518987341
de de SP 0.9999614754213187
seguridad seguridad NCFS000 1.0
sino sino CC 0.9991539763113366
en_virtud_de en_virtud_de SP 1.0
sentencia sentencia NCFS000 0.9722863741339492
firme firme AQ0CS00 0.48571428571428565
dictada dictar VMP00SF 1.0
por por SP 1.0
el el DA0MS0 1.0
Juez juez NP00000 1.0
o o CC 0.9998636115657392
Tribunal tribunal NP00000 1.0
competente competente AQ0CS00 1.0
, , Fc 1.0
de_acuerdo_con de_acuerdo_con SP 1.0
las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
procesales procesal AQ0CP00 0.640629951524805
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
Tampoco tampoco RG 1.0
podrá poder VMIF3S0 1.0
ejecutar ejecutar VMN0000 1.0
se se P00CN00 0.494508864850837
pena pena NCFS000 0.9884393063583815
ni ni CC 0.8348527349228612
medida medida NCFS000 0.9667721518987341
de de SP 0.9999614754213187
seguridad seguridad NCFS000 1.0
en en SP 1.0
otra otro DI0FS0 0.7408930669800236
forma forma NCFS000 0.987798114254021
que que PR0CN00 0.5501392534733338
la el DA0FS0 0.9892597806068348
prescrita prescribir VMP00SF 1.0
por por SP 1.0
la el DA0FS0 0.9892597806068348
Ley ley NP00000 1.0
y y CC 0.9999892786688395
reglamentos reglamento NCMP000 1.0
que que PR0CN00 0.5501392534733338
la lo PP3FSA0 0.9892597806068348
desarrollan desarrollar VMIP3P0 1.0
, , Fc 1.0
ni ni CC 0.8348527349228612
con con SP 1.0
otras otro DI0FP0 0.8654080389768575
circunstancias circunstancia NCFP000 1.0
o o CC 0.9998636115657392
accidentes accidente NCMP000 0.9929577464788732
que que PR0CN00 0.5501392534733338
los el DA0MP0 0.9927281155389451
expresados expresar VMP00PM 1.0
en en SP 1.0
su su DP3CSN 1.0
texto texto NCMS000 1.0
. . Fp 1.0
La el DA0FS0 0.9892597806068348
ejecución ejecución NCFS000 1.0
dela dar VMM03S0 1.0
pena pena NCFS000 0.9884393063583815
o o CC 0.9998636115657392
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
medida medida NCFS000 0.9667721518987341
de de SP 0.9999614754213187
seguridad seguridad NCFS000 1.0
se se P00CN00 0.494508864850837
realizará realizar VMIF3S0 1.0
bajo bajo SP 0.9091787439613526
el el DA0MS0 1.0
control control NCMS000 1.0
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
Jueces jueces NP00000 1.0
y y CC 0.9999892786688395
Tribunales tribunales NP00000 1.0
competentes competente AQ0CP00 1.0
. . Fp 1.0
Artículo artículo NP00000 0.66898416616338
4 4 Z 1.0
. . Fp 1.0
1 1 Z 1.0
. . Fp 1.0
Las el DA0FP0 0.9881835086975967
leyes ley NCFP000 1.0
penales penal AQ0CP00 0.6406609660814973
no no RN 0.9992965295457591
se se P00CN00 0.494508864850837
aplicarán aplicar VMIF3P0 1.0
a a SP 0.9987754021314622
casos caso NCMP000 1.0
distintos distinto AQ0MP00 0.6785714285714286
de de SP 0.9999614754213187
los el DA0MP0 0.9927281155389451
comprendidos comprender VMP00PM 1.0
expresamente expresamente RG 1.0
en en SP 1.0
ellas ellos PP3FP00 1.0
. . Fp 1.0
2 2 Z 1.0
. . Fp 1.0
En en SP 1.0
el el DA0MS0 1.0
caso caso NCMS000 0.9994450610432852
de de SP 0.9999614754213187
que que CS 0.5501392534733338
un uno DI0MS0 0.9969803144161175
Juez juez NP00000 1.0
o o CC 0.9998636115657392
Tribunal tribunal NP00000 1.0
, , Fc 1.0
en en SP 1.0
el el DA0MS0 1.0
ejercicio ejercicio NCMS000 1.0
de de SP 0.9999614754213187
su su DP3CSN 1.0
jurisdicción jurisdicción NCFS000 1.0
, , Fc 1.0
tenga tener VMSP3S0 0.488843813387424
conocimiento conocimiento NCMS000 1.0
de de SP 0.9999614754213187
alguna alguno DI0FS0 0.8202846975088968
acción acción NCFS000 1.0
u o CC 0.9950495049504952
omisión omisión NCFS000 1.0
que que PR0CN00 0.5501392534733338
, , Fc 1.0
sin sin SP 1.0
estar estar VMN0000 0.9991539763113366
penada penar VMP00SF 0.6236893475081069
por por SP 1.0
la el DA0FS0 0.9892597806068348
Ley ley NP00000 1.0
, , Fc 1.0
estime estimar VMSP3S0 0.6348634272280872
digna digno AQ0FS00 0.9622641509433962
de de SP 0.9999614754213187
represión represión NCFS000 1.0
, , Fc 1.0
se se P00CN00 0.494508864850837
abstendrá abstener VMIF3S0 1.0
de de SP 0.9999614754213187
todo todo DI0MS0 0.6662003357582541
procedimiento procedimiento NCMS000 1.0
sobre sobre SP 0.9978039215686275
ella él PP3FS00 1.0
y y CC 0.9999892786688395
expondrá exponer VMIF3S0 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
Gobierno gobierno NP00000 1.0
las el DA0FP0 0.9881835086975967
razones razón NCFP000 0.9970760233918128
que que PR0CN00 0.5501392534733338
le le PP3CSD0 1.0
asistan asistir VMSP3P0 0.9419636363636363
para para SP 0.9998335884976369
creer creer VMN0000 1.0
que que CS 0.5501392534733338
debiera deber VMSI3S0 0.5749999992606829
ser ser VSN0000 0.959636517328825
objeto objeto NCMS000 0.9961832061068703
de de SP 0.9999614754213187
sanción sanción NCFS000 1.0
penal penal AQ0CS00 0.9838709677419354
. . Fp 1.0
3 3 Z 1.0
. . Fp 1.0
De de SP 0.9999614754213187
l l NCFS000 0.627697200506985
mismo mismo AQ0MS00 0.8022083533365337
modo modo NCMS000 1.0
acudirá acudir VMIF3S0 1.0
a a SP 0.9987754021314622
l l NCFS000 0.627697200506985
Gobierno gobierno NP00000 1.0
exponiendo exponer VMG0000 1.0
lo el DA00S0 0.6651648430236716
conveniente conveniente AQ0CS00 1.0
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
derogación derogación NCFS000 1.0
o o CC 0.9998636115657392
modificación modificación NCFS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
precepto precepto NCMS000 1.0
o o CC 0.9998636115657392
la el DA0FS0 0.9892597806068348
concesión concesión NCFS000 1.0
de de SP 0.9999614754213187
indulto indulto NCMS000 0.9891304347826088
, , Fc 1.0
sin_perjuicio_de sin_perjuicio_de SP 1.0
ejecutar ejecutar VMN0000 1.0
desde_luego desde_luego RG 1.0
la el DA0FS0 0.9892597806068348
sentencia sentencia NCFS000 0.9722863741339492
, , Fc 1.0
cuando cuando CS 0.862979855568225
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
rigurosa riguroso AQ0FS00 1.0
aplicación aplicación NCFS000 1.0
de de SP 0.9999614754213187
las el DA0FP0 0.9881835086975967
disposiciones disposición NCFP000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
Ley ley NP00000 1.0
resulte resultar VMSP3S0 0.6348634293365796
penada penar VMP00SF 0.6236893475081069
una uno DI0FS0 0.9519732400417357
acción acción NCFS000 1.0
u o CC 0.9950495049504952
omisión omisión NCFS000 1.0
que que PR0CN00 0.5501392534733338
, , Fc 1.0
a a SP 0.9987754021314622
juicio juicio NCMS000 1.0
de de SP 0.9999614754213187
l l NCFS000 0.627697200506985
Juez juez NP00000 1.0
o o CC 0.9998636115657392
Tribunal tribunal NP00000 1.0
, , Fc 1.0
no no RN 0.9992965295457591
debiera deber VMSI3S0 0.5749999992606829
ser ser VSN0000 0.959636517328825
lo el DA00S0 0.6651648430236716
, , Fc 1.0
o o CC 0.9998636115657392
