OPINIÓN_Y_ANÁLISIS opinión_y_análisis NP00000 1.0
. . Fp 1.0
Columna columna NP00000 0.66898416616338
. . Fp 1.0
¿ ¿ Fia 1.0
SÓLO_UNA_PAUSA sólo_una_pausa NP00000 1.0
? ? Fit 1.0
. . Fp 1.0
Michele_Santo michele_santo NP00000 1.0
. . Fp 1.0
El el DA0MS0 1.0
comportamiento comportamiento NCMS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
inflación inflación NCFS000 1.0
en en SP 1.0
el el DA0MS0 1.0
mes mes NCMS000 1.0
de de SP 0.9999614754213187
setiembre setiembre NCMS000 1.0
resultó resultar VMIS3S0 1.0
un uno DI0MS0 0.9969803144161175
tanto tanto NCMS000 0.8061433447098976
sorpresivo sorpresivo AQ0MS00 1.0
, , Fc 1.0
y y CC 0.9999892786688395
merece merecer VMIP3S0 0.9929577464788732
ser ser VSN0000 0.959636517328825
analizado analizar VMP00SM 1.0
con con SP 1.0
atención atención NCFS000 0.9973118279569892
a a SP 0.9987754021314622
los el DA0MP0 0.9927281155389451
efectos efecto NCMP000 1.0
de de SP 0.9999614754213187
tratar tratar VMN0000 1.0
de de SP 0.9999614754213187
ver ver VMN0000 0.9988123515439429
si si CS 0.9998273480662982
estamos estar VMIP1P0 0.9982817869415808
ante ante SP 0.9997443762781187
un uno DI0MS0 0.9969803144161175
cambio cambio NCMS000 0.9987046632124351
de de SP 0.9999614754213187
tendencia tendencia NCFS000 1.0
, , Fc 1.0
o o CC 0.9998636115657392
de de SP 0.9999614754213187
si si CS 0.9998273480662982
se se P00CN00 0.494508864850837
trata tratar VMIP3S0 0.985594237695078
simplemente simplemente RG 1.0
de de SP 0.9999614754213187
una uno DI0FS0 0.9519732400417357
pausa pausa NCFS000 0.8746259393550198
en en SP 1.0
el el DA0MS0 1.0
trabajoso trabajoso AQ0MS00 1.0
proceso proceso NCMS000 0.9991007194244603
de de SP 0.9999614754213187
reducción reducción NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
inflación inflación NCFS000 1.0
. . Fp 1.0
. . Fp 1.0
El el DA0MS0 1.0
aumento aumento NCMS000 0.9981884057971014
de de SP 1.0
el el DA0MS0 1.0
IPC ipc NP00000 1.0
en en SP 1.0
el el DA0MS0 1.0
noveno 9 AO0MS00 0.986111111111111
mes mes NCMS000 1.0
de de SP 1.0
el el DA0MS0 1.0
año año NCMS000 1.0
alcanzó alcanzar VMIS3S0 1.0
a a SP 0.9987754021314622
2,5_% 2.5/100 Zp 1.0
, , Fc 1.0
mientras_que mientras_que CS 1.0
en en SP 1.0
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
mes mes NCMS000 1.0
de de SP 1.0
el el DA0MS0 1.0
año año NCMS000 1.0
pasado pasar VMP00SM 0.9283528811830699
el el DA0MS0 1.0
mismo mismo AQ0MS00 0.8022083533365337
fue ser VSIS3S0 0.9807386182744349
de de SP 0.9999614754213187
1,9_% 1.9/100 Zp 1.0
, , Fc 1.0
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
llevó llevar VMIS3S0 1.0
a a SP 0.9987754021314622
que que CS 0.5501392534733338
luego_de luego_de SP 1.0
un uno DI0MS0 0.9969803144161175
año año NCMS000 1.0
de de SP 0.9999614754213187
reducciones reducción NCFP000 1.0
ininterrumpidas ininterrumpido AQ0FP00 1.0
, , Fc 1.0
la el DA0FS0 0.9892597806068348
inflación inflación NCFS000 1.0
en en SP 1.0
períodos período NCMP000 1.0
de de SP 0.9999614754213187
doce 12 Z 1.0
meses mes NCMP000 0.9994356659142213
subiera subir VMSI3S0 0.5645400257258084
a a SP 0.9987754021314622
26,3_% 26.3/100 Zp 1.0
a_fines_de a_fines_de SP 1.0
el el DA0MS0 1.0
mes mes NCMS000 1.0
de de SP 0.9999614754213187
setiembre setiembre NCMS000 1.0
. . Fp 1.0
. . Fp 1.0
Este este DD0MS0 0.9492011470708727
hecho hecho NCMS000 0.6382618510158014
ya ya RG 0.9997850386930354
de_por_sí de_por_sí RG 1.0
merece merecer VMIP3S0 0.9929577464788732
cierta cierto DI0FS0 0.7747252747252747
atención atención NCFS000 0.9973118279569892
, , Fc 1.0
porque porque CS 1.0
ilustra ilustrar VMIP3S0 0.9892405063283525
sobre sobre SP 0.9978039215686275
la el DA0FS0 0.9892597806068348
forma forma NCFS000 0.987798114254021
en en SP 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
logró lograr VMIS3S0 1.0
la el DA0FS0 0.9892597806068348
reducción reducción NCFS000 1.0
de de SP 0.9999614754213187
la el DA0FS0 0.9892597806068348
inflación inflación NCFS000 1.0
en en SP 1.0
los el DA0MP0 0.9927281155389451
últimos último AO0MP00 1.0
meses mes NCMP000 0.9994356659142213
. . Fp 1.0
. . Fp 1.0
Hasta hasta SP 0.922749391727494
agosto_de_1995 [??:??/8/1995:??.??:??] W 1.0
, , Fc 1.0
los el DA0MP0 0.9927281155389451
precios precio NCMP000 1.0
a a SP 1.0
el el DA0MS0 1.0
consumo consumo NCMS000 0.9954853273137698
venían venir VMII3P0 1.0
creciendo crecer VMG0000 1.0
a a SP 0.9987754021314622
un uno DI0MS0 0.9969803144161175
ritmo ritmo NCMS000 0.994186046511628
ligeramente ligeramente RG 1.0
superior superior AQ0CS00 0.971938775510204
a a SP 0.9987754021314622
3_% 3/100 Zp 1.0
por por SP 1.0
mes mes NCMS000 1.0
, , Fc 1.0
y y CC 0.9999892786688395
la el DA0FS0 0.9892597806068348
inflación inflación NCFS000 1.0
en en SP 1.0
períodos período NCMP000 1.0
de de SP 0.9999614754213187
doce 12 Z 1.0
meses mes NCMP000 0.9994356659142213
se se P00CN00 0.494508864850837
había haber VAII3S0 0.4998525943396227
mantenido mantener VMP00SM 1.0
en en SP 1.0
el el DA0MS0 1.0
eje eje NCMS000 1.0
de de SP 0.9999614754213187
44_% 44/100 Zp 1.0
a a SP 0.9987754021314622
45_% 45/100 Zp 1.0
durante durante SP 1.0
alrededor_de alrededor_de SP 1.0
un uno DI0MS0 0.9969803144161175
año año NCMS000 1.0
. . Fp 1.0
Pero pero CC 0.9999015941743751
a_partir_de a_partir_de SP 1.0
el el DA0MS0 1.0
último último AO0MS00 1.0
cuatrimestre cuatrimestre NCMS000 0.6220394725168767
de de SP 1.0
el el DA0MS0 1.0
año año NCMS000 1.0
pasado pasar VMP00SM 0.9283528811830699
, , Fc 1.0
se se P00CN00 0.494508864850837
dio dar VMIS3S0 1.0
una uno DI0FS0 0.9519732400417357
reducción reducción NCFS000 1.0
en en SP 1.0
el el DA0MS0 1.0
ritmo ritmo NCMS000 0.994186046511628
de de SP 0.9999614754213187
inflación inflación NCFS000 1.0
que que PR0CN00 0.5501392534733338
se se P00CN00 0.494508864850837
extendió extender VMIS3S0 1.0
durante durante SP 1.0
doce 12 Z 1.0
meses mes NCMP000 0.9994356659142213
. . Fp 1.0
. . Fp 1.0
En en SP 1.0
efecto efecto NCMS000 1.0
, , Fc 1.0
en en SP 1.0
el el DA0MS0 1.0
período período NCMS000 1.0
setiembre-diciembre setiembre-diciembre NCMS000 0.7333249088902277
de de SP 0.9999614754213187
1995 1995 Z 1.0
el el DA0MS0 1.0
IPC ipc NP00000 1.0
creció crecer VMIS3S0 1.0
a a SP 0.9987754021314622
un uno DI0MS0 0.9969803144161175
ritmo ritmo NCMS000 0.994186046511628
promedio promedio NCMS000 0.9918032786885246
de de SP 0.9999614754213187
1,88_% 1.88/100 Zp 1.0
mensual mensual AQ0CS00 1.0
, , Fc 1.0
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
implicó implicar VMIS3S0 1.0
25,1_% 25.1/100 Zp 1.0
en en SP 1.0
términos término NCMP000 1.0
anualizados anualizado AQ0MP00 1.0
. . Fp 1.0
Con con SP 1.0
pequeñas pequeño AQ0FP00 0.9954954954954955
variaciones variación NCFP000 1.0
, , Fc 1.0
dicho decir VMP00SM 0.9971590909090908
ritmo ritmo NCMS000 0.994186046511628
se se P00CN00 0.494508864850837
mantuvo mantener VMIS3S0 1.0
durante durante SP 1.0
los el DA0MP0 0.9927281155389451
primeros 1 AO0MP00 1.0
ocho 8 Z 1.0
meses mes NCMP000 0.9994356659142213
de de SP 0.9999614754213187
este este DD0MS0 0.9492011470708727
año año NCMS000 1.0
. . Fp 1.0
En en SP 1.0
el el DA0MS0 1.0
primer 1 AO0MS00 1.0
cuatrimestre cuatrimestre NCMS000 0.6220394725168767
de de SP 0.9999614754213187
1996 1996 Z 1.0
, , Fc 1.0
el el DA0MS0 1.0
IPC ipc NP00000 1.0
aumentó aumentar VMIS3S0 1.0
a a SP 0.9987754021314622
un uno DI0MS0 0.9969803144161175
ritmo ritmo NCMS000 0.994186046511628
de de SP 0.9999614754213187
2,07_% 2.07/100 Zp 1.0
mensual mensual AQ0CS00 1.0
( ( Fpa 1.0
lo el DA00S0 0.6651648430236716
que que PR0CN00 0.5501392534733338
implicó implicar VMIS3S0 1.0
27,9_% 27.9/100 Zp 1.0
anualizado anualizado AQ0MS00 1.0
) ) Fpt 1.0
